Sex,Age,GHEcause,Disease Category,Disease Name,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE
Persons,0-4,NCommunicable,Musculoskeletal diseases,Back and neck pain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persons,0-4,NCommunicable,Musculoskeletal diseases,Other musculoskeletal disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persons,0-4,NCommunicable,Congenital anomalies,Neural tube defects,1196.22123613,32.383090495000005,560.998621835,1918.1024049999999,0.360828964,408.95064418600003,29.667214532,23.862950094,5.2634629539999995,56.27374432,0.8127958869999999,2.623001607,1001.3296068699999,0.160660187,36.890417469999996,7.26406824,2.967939397,397.93776891600004,3.282557765,248.376969027,11.364902444,19.562041676,1721.6072918700002,1.486707204,26.601363812000002,722.438235861,398.195043802,308.29818285799996,773.132804094,32.189278142,13.774357966,233.40578993300002,977.817661636,106.66572636000001,15060.8028495,183.885063766,25.956374107,136.26940742300002,28.209319216,705.833087417,4.098617858,5.448472723,0.635467917,2.778046153,391.836387168,2780.85333718,6.233461773,28.433462094,88.42221596499999,81.313968307,104.274735847,113.261293044,30.256668221,135.409210422,0.472869472,5789.346241509999,5.929386977999999,2.441374432,37.801289591,29.360873573,83.631278456,23.354030152,38.579180271999995,551.6761428269999,13.284961548,0.023848666,219.320199514,449.043836997,95.96885721700001,6.398645523,293.660304046,134.253902398,4.764902398,0.089014358,6231.32049015,2583.2662781,689.5111922350001,172.726895363,23.693677311,20.642314044,28.564569338000002,16.977618258,34.012054240999994,20.483715523,110.69099469800001,1277.34123807,0.585813349,15.819898842,48.346617403,194.923301749,2.928341572,10.995619077,48.92806178,193.882594837,39.395116353999995,7.497944093,0.206689589,844.870180876,782.481870146,106.246375669,6.054384087000001,1177.35201818,0.6358245779999999,121.44704005,1.600391553,1018.2241763799999,2.108313983,12.878923154999999,0.53377372,411.54859492500003,1376.79658946,983.7688044739999,26.553650718,206.2800555,39.960639420999996,7.193246068,53.451787091,1474.45300237,8352.39853861,4.181234162,99.75572265599999,1233.2119453399998,23.725006196000002,148.88162408,69.75531186399999,346.02557989400003,437.968711163,105.514545337,9.165984578,1.904175843,12.611956316999999,15.993702475999998,110.129837563,774.8982835869999,668.617732321,0.720912611,0.715426056,2.709864165,5.356002422,100.757863421,510.970310714,12.59834441,0.418783663,420.923351643,4.004468101,4.718897685,0.902820874,9.7236501,857.345623983,290.874191871,632.934593793,27.214307304,51.211815468,749.0025510319999,7.245123182,24.833668258,3.182109297,4.582310511999999,51.069259622,124.737232575,228.48757178900001,5.077159522,41.278476533,222.840384381,1.521826671,3.718283055,97.66596836299999,1433.93759611,58.92171914,1169.36843706,204.212311045,4.1488978219999995,49.089115991,1785.16003654,435.06033094500003,15.31692864,486.327512932,4.395987904,149.950345082,924.047829864,517.078787645,683.125280659,33.864520228
Persons,0-4,NCommunicable,Congenital anomalies,Cleft lip and cleft palate,7.343483481,0.24206296700000002,3.81257385,7.711810808,0.015178634,1.583326578,4.491852036999999,0.430947245,0.117815847,1.3307803839999999,0.005864498500000001,0.022312459,53.671783749,0.0020808605,0.24798213000000002,0.127454923,0.033475885999999996,0.268118566,0.27243264,1.907886853,0.079047282,0.917692018,73.462245779,0.01794679,0.101120894,0.5487794149999999,2.737870761,1.9589577940000003,0.6430629160000001,0.381417136,0.014293974,0.906349914,0.532089316,0.403008717,4018.0919811200006,3.279040756,0.108649232,0.548542994,0.06748319700000001,0.639235215,0.079870127,0.239512108,0.493550329,0.079735714,39.472283312,12.696921149,0.059247832,0.117713172,0.727163707,7.436991085,7.896191057,7.637274183,0.13163723800000002,0.632646963,0.030149743,22.595359454999997,0.186659681,0.049526489,1.136454939,0.169386383,0.07099489099999999,0.653975319,1.508705745,0.463385274,0.792352177,0.00045604872,17.913149842,0.444989369,0.06561355699999999,0.399918128,1.72661361,1.7867389169999999,0.114397072,0.0027747174,470.377363205,15.301926501999999,25.106479565,5.365015101,0.386902526,0.178407766,0.668680612,0.265991184,3.260076482,3.812496028,1.423677831,5.4487297109999995,0.866485556,0.038964606,3.4634338409999996,1.1901001629999999,0.067556532,0.19708949399999998,1.7092080930000002,0.148749692,0.49614584899999997,0.093430928,0.0029968944,3.250023259,3.0995497999999997,4.012320353,0.0079138126,0.7604991879999999,0.002871738,0.080630062,0.061253123,114.919031714,0.158338774,5.008962089,0.60699378,6.253729142,5.910258034,6.435676541,1.042131229,18.016563881,0.21235294400000002,0.067703785,2.5465148600000003,0.8803088809999999,7.149722206,0.064524216,0.80101925,75.03104688900001,0.133618748,11.998599110999999,1.151122173,10.2605956,81.446014612,0.47174801099999997,0.189652956,0.0062365502000000005,3.167796756,0.106621371,1.1069619750000002,23.929896903,5.113249731000001,0.0028775432,0.052929276000000004,0.228289909,0.0065404741,4.02022612,0.392628325,0.491153876,0.0014295507,0.333012477,0.107178646,0.168607006,0.033549041,0.677171644,2.96544893,26.280426414999997,2.826989448,0.483182414,0.73664453,5.874794615,0.033364042000000003,0.890448269,0.136465292,0.058855907,11.046229602,2.837629417,6.618148242,0.10211405500000001,0.218344283,0.133894795,0.115547965,0.021897465999999997,1.2090251040000002,20.735446487,2.266889368,10.398421733000001,1.384405208,0.069751337,1.114858289,8.176976643,8.263222423,0.077411694,18.688110221,0.29617999500000003,5.9551919490000005,7.857119067,3.509368173,2.472618405,6.338100799
Persons,0-4,NCommunicable,Congenital anomalies,Down syndrome,227.79490107799998,15.490437963,54.875447336,230.777067112,0.083010734,98.235531249,1.6352135939999999,18.105447866000002,6.7680095499999995,16.008852947,0.617794754,1.772169839,617.66191434,0.131863647,9.086255258,6.334909679,1.2440305379999999,61.741124156,3.8559289729999997,111.289154604,1.610476751,15.136732516,639.369403715,2.312762221,3.553074028,67.237746467,48.598937923,43.22929226,140.754966462,17.891607739,0.9865392040000001,31.469731595000002,96.12896484900001,34.803832961000005,1936.18194729,23.20235615,3.129526547,25.530797296,8.528380621,110.833048087,8.298281827,7.064899508,2.613299198,2.65785566,29.878251755,377.599816569,3.042130461,3.081857602,41.774185501,99.95296044099999,35.166560876,4.867599977,6.5863406520000005,14.674936764,0.9997231690000001,427.189853505,3.17415959,1.20576289,27.107062297,4.729610898000001,10.623509294,4.935550063,54.201393020000005,179.026331212,12.554458742000001,0.027549295,81.06946145799999,87.161003244,13.043168654,1.342924402,65.43956864100001,21.332180099,10.456174179,0.24719106600000001,5800.72346279,282.089793784,69.774735086,33.930512201,5.082931843,7.498431919,31.901176004999996,3.155035728,36.461003478,32.302449111,20.119451058,168.700703383,0.893760715,5.202898864,15.643458788,19.989226503,4.844840142,7.6292469579999995,29.584031755999998,27.446272777,25.458719491,3.41682509,0.03781077,87.65882247900001,105.78338613000001,41.790555329,1.664698971,134.29415677199998,0.158098016,16.658061992,0.6172218690000001,463.068708362,0.596246957,18.873513957,2.3191590300000002,81.895883726,128.309004576,112.969605015,18.744055992,140.75614287800002,13.820259873,4.989291872,10.313787746,172.3806544,1025.9857785699999,2.791037795,3.156780129,1061.70212608,8.536461407000001,37.523091384,8.038571156000001,167.754976812,107.62354034500001,13.349866632,7.548771286,0.630534865,27.871301216,2.401622819,12.285143756999998,216.83380410799998,114.344084763,0.178571206,0.087466945,0.909283566,1.0950846650000001,133.092248901,85.256958396,26.005957431,0.101058073,50.464327137,1.470468991,2.5914099779999997,2.511871798,1.376321867,85.735165243,277.929697493,67.239925918,24.965335255,35.507467,177.318098813,0.33102105600000004,21.553105966,6.449393135,4.779471804,41.780937206,41.336082119000004,31.72299505,5.249668859000001,5.746565774,25.833009332,0.505014246,1.951192955,78.29634616300001,837.09390324,33.381828160000005,180.464575905,23.306729014000002,4.889462982,21.282886046,191.287415614,170.668457928,15.551140325,134.18452064,1.359962266,73.905563711,170.061243544,100.79730359400001,84.2136161,121.250928805
Persons,0-4,NCommunicable,Congenital anomalies,Congenital heart anomalies,2191.23836867,177.490731211,705.7997316870001,2054.6164842,2.748538859,1566.34569222,74.394309518,141.81264921200003,59.818512343,454.48806414999996,6.197790338,26.737351718,6398.59514478,2.567559275,176.263544026,76.14364961300001,13.274062608000001,505.244371906,38.920283732,854.771448986,76.930212946,41.128785003,7890.5487768,4.860617351,209.61577261600002,599.167560911,377.77113935200003,685.479745787,1303.86900137,227.065610572,22.742323772,209.014635963,827.344678318,351.69354350799995,49943.501000899996,1757.6495910400001,30.641227486000002,198.324792941,138.983560173,957.853035312,53.663945036,183.811852989,10.298827929,37.473908544,887.341459756,2561.39050368,45.627581611000004,33.023589847,450.663526272,900.7665143769999,7086.315114079999,415.031971366,39.664041131,148.980074341,14.232983751999999,3938.36521086,50.501466502999996,38.779009257,536.278512585,54.439040145999996,99.11773325200001,142.847257712,662.098743397,673.611122268,153.01025050299998,0.581091634,570.423759388,697.31257228,104.03501541199999,40.206500531,639.77415062,471.979792529,103.666225111,1.4119551019999999,63382.2358837,8564.462302200001,1296.10304243,1612.72567541,50.520387525000004,95.195780934,449.323135061,91.974825596,1093.8527600900002,314.58827258099996,730.7421850430001,1662.97055394,5.695623492,122.79381717199999,259.366070784,415.79443586300005,43.476792294,125.69584129,89.854509971,200.040152046,321.113819697,63.256598685,0.95564276,878.946953432,829.04310456,747.920354523,9.191786407,1192.21498298,2.442120337,136.19496610599998,39.343199288,6023.7759812,7.3369009080000005,104.797193071,7.2238850690000005,1143.29651034,1086.62293149,2485.05271842,54.228215708,1572.8137845800002,131.923335088,38.984966662,289.104863302,1357.72187498,9974.260907099999,40.428931067,67.25199268,10203.7977169,222.231053608,354.966131598,377.35704007799995,1641.83570886,4301.40085759,573.0506409779999,121.90805454000001,13.775983566999999,475.790621494,157.03490144900002,686.74192927,4344.56628985,811.58438132,3.381137307,3.282269083,10.42257951,7.116293089,944.743086734,736.346258359,237.23090695099998,3.166399305,397.719797912,26.314200683,68.193511564,17.588233839,17.981547864,616.183825997,1353.25333013,572.857422312,404.837069541,816.758165913,2180.47639281,21.069560458,66.80757231,48.127376807000005,52.181466531,2059.168418,552.433103726,2676.1467369399998,36.055268404,82.726567211,218.935730396,6.08957915,31.737117484000002,379.63278485399996,7231.217650879999,344.88617677099995,1582.53325346,907.281075306,61.676314968,421.97992507799995,1914.02968994,2902.91827307,109.201680717,1492.86218786,13.072373300999999,938.563337826,3788.1295918700002,1227.84680164,764.062010867,622.253095373
Persons,0-4,NCommunicable,Congenital anomalies,Other chromosomal anomalies,86.326369686,7.776030385,29.970944898,320.040169813,0.047913667,89.436056761,0.559289295,51.270924579,14.075795398,4.535930497,0.742144648,3.9808837059999997,496.990802207,0.238052994,9.714316764,17.704069145000002,0.6285501659999999,77.40161216999999,2.8784646389999997,15.236551972,8.548206149,8.117900956,286.699676056,4.010752492999999,10.558902502,103.042789169,81.259355067,32.117201056,189.39666738,77.920016398,4.222108577,38.223303069,110.630954818,100.861577714,817.545835263,30.810777278,5.890478883,36.328076870000004,12.47958223,169.631572293,7.727022986,5.69022171,1.581175331,6.6861488520000005,21.609889789,522.568393243,12.930208858,6.802047024999999,8.918905739,30.831838065,36.197129108,4.136636214,8.238367339,28.265555042,2.7658745,735.7466895680001,2.463429925,16.45761121,79.99426251,11.052486812,14.880567056999999,11.699950205,169.70589524800002,166.16720492000002,6.674477934,0.056059559,19.164163764999998,115.409477112,16.967981855,0.467503118,27.531083948,3.412899991,6.327373891000001,0.166584893,4779.51829658,365.907365025,168.954142088,46.770061496,25.944987609,13.0145261,58.053384545,9.049898852,220.73830009,4.6926948699999995,28.788587590000002,294.058785692,0.32682646,13.222998715,3.006005339,15.066248116,7.695170574,5.139851152,11.359884059,33.865463215000005,15.31155972,9.615148326,0.336124594,150.093169036,132.211904724,181.792032863,1.526369198,171.375604749,0.763608194,24.710205597,1.006817238,116.082534364,0.634154192,2.079083542,0.5646059720000001,39.988702959,194.64983898999998,104.309100561,8.993022078000001,132.93847954999998,61.845932412,12.414332508,5.453305835,201.694177831,1595.45553324,12.939000266,3.37535411,903.308542361,8.360620809,26.807469116,13.404228507,148.359113361,350.423578921,65.833096529,10.833366985,2.008309713,24.722355865999997,4.814580545,14.828817378999998,113.96563898500001,170.22019889100002,0.165528783,0.16610875400000003,1.0049797349999998,1.733176611,57.325544910999994,103.953830289,7.496364789,0.15913601600000002,67.702059045,7.606443951,6.253670704999999,1.987551186,1.597918443,112.507936894,165.90458891,104.579749029,52.153501512000005,31.596642525000004,76.846571457,0.27634329900000004,6.872027,22.769967252,15.519049215,16.788337886,8.026442451,43.088305598,4.810752325,4.590908493,38.268648034,0.542015591,0.8489980970000001,20.477665234,231.49764516099998,9.86598004,291.551186687,42.623820118999994,3.820707669,93.720183375,327.08740411800005,1099.84156006,6.819475332,15.40123048,1.197401024,16.036802247999997,139.546807035,47.62139765,124.320822249,135.6738662
Persons,0-4,NCommunicable,Congenital anomalies,Other congenital anomalies,679.497249497,51.101391554,1146.5591246,1282.9703026299999,1.821962891,1171.61246375,73.484261178,195.216985087,70.45781313299999,155.74454192000002,5.773804691,32.953935764,4844.7642385,1.820428634,123.34515131100001,88.286242439,14.685188373,268.831665496,24.64218869,559.845661674,29.632053536,59.419252903,6692.098974410001,9.455177549,141.583068736,309.231533039,222.074575882,192.698955261,837.474232247,266.47921846099996,21.846971857,134.17430860599998,374.802164384,341.09961615099996,15255.1379299,1167.89636649,22.269806319999997,170.16545957099999,135.838104289,670.29285819,57.560089638,152.044287682,10.623484579,48.997721434,376.71909823600004,1588.00998221,51.82363146,28.421105203,463.947508945,484.216759453,3530.0365972600002,173.382739346,29.796773722,115.923232786,18.224035874000002,2389.106504,27.849017978,34.011983955,468.465266123,61.787542015,60.991079856,95.148598725,536.417010821,690.661650722,99.557168177,0.265345664,654.5931156280001,387.843898805,55.641653032,37.03899685,253.89555906299998,322.75002630100005,106.59104085199999,1.2023676159999999,42922.3745773,4235.4962300199995,3003.27156821,1734.33249364,66.183747024,98.729103385,385.170993272,105.473763584,737.719456137,351.22107906599996,194.56954028500002,1439.7991476,6.299089712,101.724056496,284.720649434,109.391495151,50.567986784,120.093575805,94.65066991399999,108.75075944199999,261.82375770600004,72.115717357,1.650676782,625.023298824,486.890932072,502.27629034,19.161119517,555.66229969,3.620916845,92.132168421,26.048097374,4661.59660287,5.877025014,111.61452718299999,3.623370816,1048.99038182,612.4556597239999,894.9299866580001,69.06511790399999,1080.08162427,178.534463817,51.933747735,297.858855686,599.82621847,7006.88928366,46.00403858000001,57.39890809,7216.97298598,251.80439865999998,161.68370281,252.89586704700002,962.49557344,1904.2120394199999,468.009985761,94.822997319,19.45659534,226.941718391,202.291624112,553.1459529990001,1600.78454826,488.094287648,3.108335387,3.425136509,9.003155206999999,7.1043567969999994,1563.32014719,401.535240724,140.08163254200002,1.200868517,204.882765035,20.017986561,85.560015518,15.988885038,11.559915332,301.143277712,2060.65687147,339.321376146,342.569213686,355.267092733,975.986532781,16.691074642,68.67067215600001,59.292111465999994,55.630529710000005,333.702857796,259.783737536,1185.9198369599999,18.125574862,21.246618712,151.525705171,1.864014436,28.185169523,375.087127656,4014.24083665,133.451543547,1058.95390653,539.818070778,73.291676547,491.449755186,1446.01420193,3355.42972461,84.145218795,1068.87322395,6.3039162090000005,688.577955085,1743.48796801,530.593945252,553.299205949,459.296224419
Persons,0-4,Injuries,Unintentional injuries,Road injury,254.500232788,36.329831158000005,546.227460153,495.443258841,0.051356159000000005,141.074752981,22.350218524000002,43.802943743,7.481630081,9.132395434000001,0.975250646,5.673678182,860.5156950969999,0.407463586,6.103661554,14.721228874,3.8523937889999997,272.348475673,7.804021281,180.109249479,2.041117728,13.521185493,1023.75094195,0.673308031,7.584689034999999,500.90088786599995,247.966552043,248.753323808,444.532945529,43.522797613,2.6305428049999997,101.82260375599999,415.37122510899997,52.399897117,17005.7042105,293.899230044,12.087893273,55.877545429,12.747082073,319.66930891899995,8.78085113,14.673243198000002,1.546305575,12.601923764,435.015285152,2132.46583321,5.192780629,19.376999392000002,92.398318605,134.449155198,905.940061543,81.64390195899999,11.682069019,87.647427111,2.2425378670000002,2162.0296893100003,6.086136442,3.8323908710000003,100.415662505,12.256684388,55.685282509,31.326917686,61.746936868,563.926156651,11.370826188,0.088712126,149.996581922,288.725636349,18.768367088,6.159311363,115.097884278,20.355013403999997,8.718938525,0.348647565,7752.26700921,4233.5654834199995,951.693612387,923.516953383,3.720035645,15.238162969,34.813298378999995,7.383506462,136.304568756,185.562155098,52.75133763,1251.71892979,1.351813195,24.36039735,14.545261789,159.960162017,4.070414283,51.785456698999994,38.518642373,118.897608312,151.525040742,8.876313889999999,1.6421803080000001,858.4192385690001,641.918173068,97.786559942,0.83990514,413.599525225,0.109189406,47.71471818,2.489929213,854.9748596549999,0.7310813030000001,24.694474663,2.087662729,779.7335217269999,761.625192633,155.482842433,41.980307442,512.27303535,16.801718463999997,14.223625697,37.879223296999996,652.362608131,5252.69784713,5.029273096000001,54.753421375,3687.35605322,10.005015427,27.708972801999998,25.675567646,357.865748925,1129.65230548,61.264768736,18.361589319,9.136351377,238.591341548,13.139198103,52.614031112,227.91723022099998,233.545075381,0.5432799460000001,0.245891507,1.073281972,1.4581320500000001,342.975452508,314.51573083700004,17.648160247,0.28445936699999996,94.602327946,1.5551604079999999,9.035376157,2.0545214819999997,2.101619532,279.39793335200005,1454.50968002,249.552193062,46.622616667,42.09968313,663.23768757,6.943716393,21.055047434,3.639769474,9.911813781,256.844119424,57.405213937,193.924122582,3.640373964,33.124332827,113.088148233,0.817789488,1.689348195,114.602653617,389.249080852,48.789266576,746.374326741,36.589814656,9.212789035,44.816690214,1776.21363445,1037.42794422,6.481049112,76.49304020100001,1.002250879,207.475797428,70.512371895,730.232289929,297.48246106600004,183.87630692000002
Persons,0-4,Injuries,Unintentional injuries,Poisonings,194.145494896,3.820553581,100.612588007,414.11946032699996,0.013659478,60.077752427,2.9155370879999998,3.696691097,0.398276168,19.996832385999998,0.16325669399999998,0.352404051,121.15945682600001,0.048862968,12.708228467,1.119579064,0.5717809220000001,129.300700742,4.154656203,84.416223975,6.3622115280000004,10.210016346,102.31449872499999,0.014878637,3.878304257,104.732661928,211.387513413,68.542952723,265.042377055,2.28908561,0.7107226670000001,49.699857132,257.990454082,3.751344769,1028.79028012,9.619942391,11.742319854,41.417364954,0.6004792330000001,161.226069589,1.244953855,5.946951189,0.075264809,0.668116527,38.242310533,650.224290755,0.161990084,12.740216129,14.773752947,14.099172226,73.330510602,4.448933268,9.295493123,101.033528176,0.558267268,1655.74348362,0.5277211449999999,0.11346868,6.798366851,6.452496357999999,19.546513854,8.388586954,3.241348644,51.315111970000004,0.636273221,0.10614000900000001,38.143334962000004,125.753095857,24.769695726000002,1.418040719,151.227810853,6.231299877,1.024643134,0.054142453,4466.4138078000005,62.499981597,262.87731476199997,92.65336070299999,0.392971024,1.795504483,3.3057690429999997,0.715969604,5.92513762,21.746159277,161.918422936,632.526324139,0.319792571,0.728233645,14.286824792,37.99718499,1.5831357480000001,6.312769799,30.679226817,45.319196603,24.408715209,3.7898224829999996,0.04379486,497.50532818799996,351.899376665,8.098115174,0.474049019,238.929314893,0.038999105,43.235384380999996,0.056507919,163.16425762100002,0.794930247,19.475638003,0.158577328,87.35809236600001,339.525936315,269.822857804,18.365267484,243.486742375,0.663951558,0.413794516,7.123111065,364.732719354,1960.53115111,0.19584526800000002,0.279602024,1618.25652064,3.3817287179999997,55.759101932,13.039778885,42.418478405,37.752662918,3.9846945610000004,1.9971640649999998,0.298937896,5.152183815,19.307352898,52.177304516999996,337.60193283200005,327.030674476,0.066517826,0.07358055100000001,0.5924600809999999,1.6428393209999999,73.236747494,158.724956798,3.4344789230000003,0.023047727,81.135430394,0.115722376,0.9133762,0.18185119200000002,2.306572938,187.075801442,107.59967154499999,224.403488568,2.519383445,4.075567159,687.9626511619999,0.7100031400000001,21.715845668,0.169439825,0.244278694,39.430612339,51.679213378,14.679989561000001,0.47313472900000003,8.299207564000001,49.04977493,0.223038775,0.527861987,32.878866811,91.689014145,16.800090270000002,602.767080597,57.871166890999994,2.823034069,3.7849541429999998,420.88109835800003,79.476900173,1.389740631,63.98518639,0.7805123709999999,17.680267303999997,8.404741977,440.297814588,321.634360281,180.49510177899998
Persons,0-4,Injuries,Unintentional injuries,Falls,1406.0273886,3.865112151,50.352218074,123.837260684,0.0048017316,20.509721249,9.698429715,4.363334719,2.331834196,33.66916815,0.16789338599999998,0.934120616,487.124853941,0.050545484,8.970932105,4.275240265,0.289167614,73.23325331400001,8.797392039,30.684699913000003,0.17965169,1.010728548,356.148329938,0.21427252600000002,4.704420939,106.986127744,68.231732321,55.521207933999996,195.39766398700002,6.8732125139999996,0.227177214,11.687026311,103.20054795,6.341404581,1498.1687205,24.639195924,4.351728596,15.466658648000001,1.0777894,110.058402636,2.481444092,5.752441389,0.239016975,2.4741718980000003,35.074840596,148.750966373,1.0695840140000001,4.379611575999999,3.4633843499999997,17.931418022,306.613694832,7.73062264,2.8520488659999996,31.835342579000002,1.8882700369999998,792.917046853,0.6445730350000001,0.911710963,18.840459770000002,3.5216003089999997,15.190732448,11.86941617,23.572547661,74.763280834,1.439407972,0.058708187,22.94589781,68.74072646399999,12.894259292000001,1.467504902,26.848458753000003,0.822863443,3.9558742159999998,0.085319569,9697.36246163,489.503006169,123.901465185,90.844047673,0.7771164749999999,2.506358965,6.8559635000000005,0.281869227,43.184027471,17.484843125999998,37.269239586,266.031872023,0.158823658,1.909986254,39.483084882,29.441448058,3.393711604,7.3745630989999995,2.200127971,20.7946395,22.932403359000002,4.175170989,0.21429532199999998,145.092501718,118.41480265,10.667972867000001,0.6397543529999999,115.254030323,0.20157712,24.827705512999998,0.5149415070000001,250.86739254000003,0.380925458,11.862123788000002,0.07918033599999999,59.871239865,67.26767300899999,488.175096684,1.567209329,467.091443453,3.3891817239999997,1.7371067779999998,5.108270462,138.839367689,1456.57516818,1.270206451,2.6884791519999998,179.174151666,1.951552911,12.798902645999998,8.788924218,17.325296434,384.153669887,10.200717805,3.453023835,0.7583668499999999,44.492298867,8.048940364,36.236184867,251.28129888599997,137.33838002000002,0.051787081,0.094131416,0.28267042800000003,2.966659736,75.288118692,104.986556058,4.058445409,0.049576208,42.893715131,2.040294581,1.5428280749999999,0.515288152,0.5803810429999999,86.442913706,29.876800993,68.171664538,8.520864277000001,23.780917106,374.526128806,0.6217724259999999,1.513175213,0.419548045,2.740374418,18.953949237,106.224226727,31.353937312,0.979482405,6.683171375,28.228833198,0.078771922,0.607114678,8.354616794,228.30588364300002,36.038289262999996,232.225824163,50.415307973,4.03560193,10.926592882,324.420867924,82.50166934,0.9857960499999999,206.658512855,0.217905803,22.781423761000003,91.227988112,230.55401313599998,112.695855154,27.563293387999998
